51,498,Air Salone,92.25639043496187,
498,497,Air Salone,111.70722531436817,
347,200,Air Choice One,14.61284205493932,
267,200,Air Choice One,14.61284205493932,
252,200,American Airlines,0.15470909878656125,
339,200,American Airlines,0.15470909878656125,
202,200,American Airlines,0.15470909878656125,
124,200,American Airlines,0.15470909878656125,
118,200,American Airlines,0.15470909878656125,
264,200,American Airlines,0.15470909878656125,
197,200,American Airlines,0.15470909878656125,
262,200,American Airlines,0.15470909878656125,
128,200,American Airlines,0.15470909878656125,
15,200,American Airlines,0.15470909878656125,
195,200,American Airlines,0.15470909878656125,
209,200,American Airlines,0.15470909878656125,
71,200,American Airlines,0.15470909878656125,
248,200,American Airlines,0.15470909878656125,
268,200,American Airlines,0.15470909878656125,
32,200,American Airlines,0.15470909878656125,
228,200,American Airlines,0.15470909878656125,
172,200,American Airlines,0.15470909878656125,
274,200,American Airlines,0.15470909878656125,
148,200,American Airlines,0.15470909878656125,
33,200,American Airlines,0.15470909878656125,
270,200,American Airlines,0.15470909878656125,
97,200,American Airlines,0.15470909878656125,
335,200,American Airlines,0.15470909878656125,
47,200,American Airlines,0.15470909878656125,
168,200,American Airlines,0.15470909878656125,
116,200,American Airlines,0.15470909878656125,
154,200,American Airlines,0.15470909878656125,
105,200,American Airlines,0.15470909878656125,
62,200,American Airlines,0.15470909878656125,
251,200,American Airlines,0.15470909878656125,
37,200,American Airlines,0.15470909878656125,
319,200,American Airlines,0.15470909878656125,
52,200,American Airlines,0.15470909878656125,
284,200,American Airlines,0.15470909878656125,
244,200,American Airlines,0.15470909878656125,
266,200,American Airlines,0.15470909878656125,
109,200,American Airlines,0.15470909878656125,
125,200,American Airlines,0.15470909878656125,
76,200,American Airlines,0.15470909878656125,
291,200,American Airlines,0.15470909878656125,
60,200,American Airlines,0.15470909878656125,
19,200,American Airlines,0.15470909878656125,
75,200,American Airlines,0.15470909878656125,
142,200,American Airlines,0.15470909878656125,
185,200,American Airlines,0.15470909878656125,
229,200,American Airlines,0.15470909878656125,
31,200,American Airlines,0.15470909878656125,
250,200,American Airlines,0.15470909878656125,
133,200,American Airlines,0.15470909878656125,
112,200,American Airlines,0.15470909878656125,
269,200,American Airlines,0.15470909878656125,
20,200,American Airlines,0.15470909878656125,
230,200,American Airlines,0.15470909878656125,
55,200,American Airlines,0.15470909878656125,
30,200,American Airlines,0.15470909878656125,
275,200,American Airlines,0.15470909878656125,
69,200,American Airlines,0.15470909878656125,
146,200,American Airlines,0.15470909878656125,
280,200,American Airlines,0.15470909878656125,
120,200,American Airlines,0.15470909878656125,
21,200,American Airlines,0.15470909878656125,
216,200,American Airlines,0.15470909878656125,
219,200,American Airlines,0.15470909878656125,
221,200,American Airlines,0.15470909878656125,
17,200,American Airlines,0.15470909878656125,
150,200,American Airlines,0.15470909878656125,
149,200,American Airlines,0.15470909878656125,
169,200,American Airlines,0.15470909878656125,
24,200,American Airlines,0.15470909878656125,
271,200,American Airlines,0.15470909878656125,
67,200,American Airlines,0.15470909878656125,
203,200,American Airlines,0.15470909878656125,
96,200,American Airlines,0.15470909878656125,
84,200,American Airlines,0.15470909878656125,
189,200,American Airlines,0.15470909878656125,
94,200,American Airlines,0.15470909878656125,
273,200,American Airlines,0.15470909878656125,
182,200,American Airlines,0.15470909878656125,
156,200,American Airlines,0.15470909878656125,
93,200,American Airlines,0.15470909878656125,
247,200,American Airlines,0.15470909878656125,
70,200,American Airlines,0.15470909878656125,
28,200,American Airlines,0.15470909878656125,
328,200,American Airlines,0.15470909878656125,
166,200,American Airlines,0.15470909878656125,
54,200,American Airlines,0.15470909878656125,
224,200,American Airlines,0.15470909878656125,
122,200,American Airlines,0.15470909878656125,
170,200,American Airlines,0.15470909878656125,
164,200,American Airlines,0.15470909878656125,
265,200,American Airlines,0.15470909878656125,
106,200,American Airlines,0.15470909878656125,
213,200,American Airlines,0.15470909878656125,
101,200,American Airlines,0.15470909878656125,
256,200,American Airlines,0.15470909878656125,
121,200,American Airlines,0.15470909878656125,
331,200,American Airlines,0.15470909878656125,
219,200,Air Canada,12.185990203087467,
124,200,Air France,0.5626471231654403,
176,200,Alaska Airlines,0.35011436823622283,
31,200,Alaska Airlines,0.35011436823622283,
149,200,Alaska Airlines,0.35011436823622283,
156,200,Alaska Airlines,0.35011436823622283,
70,200,Alaska Airlines,0.35011436823622283,
28,200,Alaska Airlines,0.35011436823622283,
124,200,Alitalia,1.0771613037656105,
15,200,JetBlue Airways,0.6635423350513643,
185,200,JetBlue Airways,0.6635423350513643,
124,200,British Airways,12.185990203087467,
219,200,British Airways,12.185990203087467,
124,200,Cathay Pacific,48.58876798086525,
124,200,Delta Air Lines,0.16146049251781724,
33,200,Delta Air Lines,0.16146049251781724,
105,200,Delta Air Lines,0.16146049251781724,
185,200,Delta Air Lines,0.16146049251781724,
133,200,Delta Air Lines,0.16146049251781724,
30,200,Delta Air Lines,0.16146049251781724,
216,200,Delta Air Lines,0.16146049251781724,
54,200,Delta Air Lines,0.16146049251781724,
124,200,Aer Lingus,36.45450872160599,
219,200,Aer Lingus,36.45450872160599,
124,200,Etihad Airways,20.853318245415508,
124,200,Iberia Airlines,20.853318245415508,
124,200,KLM Royal Dutch Airlines,0.5291444228810316,
124,200,Lufthansa,12.185990203087467,
124,200,Malaysia Airlines,72.85728649938376,
124,200,All Nippon Airways,24.320249462346727,
219,200,All Nippon Airways,24.320249462346727,
48,200,Spirit Airlines,0.8517919938892584,
15,200,Spirit Airlines,0.8517919938892584,
168,200,Spirit Airlines,0.8517919938892584,
116,200,Spirit Airlines,0.8517919938892584,
52,200,Spirit Airlines,0.8517919938892584,
60,200,Spirit Airlines,0.8517919938892584,
229,200,Spirit Airlines,0.8517919938892584,
31,200,Spirit Airlines,0.8517919938892584,
133,200,Spirit Airlines,0.8517919938892584,
230,200,Spirit Airlines,0.8517919938892584,
216,200,Spirit Airlines,0.8517919938892584,
45,200,Spirit Airlines,0.8517919938892584,
16,200,Spirit Airlines,0.8517919938892584,
182,200,Spirit Airlines,0.8517919938892584,
106,200,Spirit Airlines,0.8517919938892584,
124,200,Asiana Airlines,29.17395316605043,
124,200,Aero Taxis Cessna,14.61284205493932,
219,200,Aero Taxis Cessna,14.61284205493932,
124,200,Qatar Airways,12.185990203087467,
185,200,Qatar Airways,12.185990203087467,
31,200,Singapore Airlines,72.85728649938376,
